Water Control Zone,Station,Latitude,Longitude,Dates,Sample No,Depth,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),Dissolved Oxygen (mg/L),Faecal Coliforms (cfu/100mL),Orthophosphate Phosphorus (mg/L),Phaeo-pigments (μg/L),Salinity (psu),Total Inorganic Nitrogen (mg/L),Total Nitrogen (mg/L),Turbidity (NTU),Volatile Suspended Solids (mg/L)
Tolo Harbour and Channel,TM6,22.44385,114.241767,6/25/2015,1,Surface Water,2.3,0.033,4.6,5.8,220,0.003,2.7,26.6,0.16,0.37,2.5,0
Tolo Harbour and Channel,TM6,22.44385,114.241767,6/25/2015,1,Middle Water,1.5,0.032,4.3,6.8,120,0.003,2.4,28.3,0.16,0.38,2.3,0
Tolo Harbour and Channel,TM6,22.44385,114.241767,6/25/2015,1,Bottom Water,1,0.057,4.1,4.2,120,0,2.3,31.7,0.16,0.38,2.9,0
Tolo Harbour and Channel,TM6,22.44385,114.241767,7/8/2015,1,Surface Water,1.2,0.026,1.5,6.2,4,0.006,0.5,32.4,0.03,0.18,2.6,1.3
Tolo Harbour and Channel,TM6,22.44385,114.241767,7/8/2015,1,Middle Water,1.4,0.021,1.9,6.2,0,0.007,0.3,32.3,0.03,0.16,2.6,2.5
Tolo Harbour and Channel,TM6,22.44385,114.241767,7/8/2015,1,Bottom Water,0.7,0.15,1.5,5.5,1,0.045,0.7,32.5,0.18,0.36,2.5,1.3
Tolo Harbour and Channel,TM6,22.44385,114.241767,8/12/2015,1,Surface Water,2.1,0.034,2.6,7.1,180,0.007,1.3,32.6,0.04,0.35,2.6,1.4
Tolo Harbour and Channel,TM6,22.44385,114.241767,8/12/2015,1,Middle Water,1.8,0.029,2.5,5.5,15,0.007,0,33.1,0.03,0.25,2.8,1.2
Tolo Harbour and Channel,TM6,22.44385,114.241767,8/12/2015,1,Bottom Water,2.3,0.049,4.2,1.7,18,0.016,0,34.1,0.05,0.35,3.4,1.4
Tolo Harbour and Channel,TM6,22.44385,114.241767,9/18/2015,1,Surface Water,0.6,0.026,2.1,6.6,0,0.005,0.7,32.4,0.03,0.29,2.2,0
Tolo Harbour and Channel,TM6,22.44385,114.241767,9/18/2015,1,Middle Water,0.9,0.033,3.1,6.1,0,0.006,1,33.2,0.04,0.34,2.3,0.8
Tolo Harbour and Channel,TM6,22.44385,114.241767,9/18/2015,1,Bottom Water,0.7,0.053,4.7,4.9,0,0.008,2.6,33.3,0.06,0.3,2.6,1.4
Tolo Harbour and Channel,TM6,22.44385,114.241767,10/9/2015,1,Surface Water,2.5,0.028,15,6.5,9,0.004,2.8,25.5,0.07,0.47,3.2,0.9
Tolo Harbour and Channel,TM6,22.44385,114.241767,10/9/2015,1,Middle Water,0.5,0.096,3.1,4.3,32,0.007,1,32.2,0.12,0.44,2.6,0.8
Tolo Harbour and Channel,TM6,22.44385,114.241767,10/9/2015,1,Bottom Water,0.4,0.073,2.5,4.8,19,0.008,0.8,33,0.1,0.43,2.8,0.6
Tolo Harbour and Channel,TM6,22.44385,114.241767,11/19/2015,1,Surface Water,1.4,0.027,9.1,6.9,0,0.005,1.2,32.1,0.03,0.29,2.7,1
Tolo Harbour and Channel,TM6,22.44385,114.241767,11/19/2015,1,Middle Water,0.9,0.021,8.3,6.5,2,0.007,1.5,32.5,0.1,0.67,2.8,0
Tolo Harbour and Channel,TM6,22.44385,114.241767,11/19/2015,1,Bottom Water,0.2,0.018,2.2,4.8,2,0.009,1.5,33,0.12,0.33,5.3,1
Tolo Harbour and Channel,TM6,22.44385,114.241767,12/18/2015,1,Surface Water,2.2,0.045,16,5.8,2,0.004,1.1,32.4,0.05,0.73,3.3,1.8
Tolo Harbour and Channel,TM6,22.44385,114.241767,12/18/2015,1,Middle Water,2.1,0.04,16,7.7,4,0.005,1.1,32.4,0.05,0.53,9.3,1.8
Tolo Harbour and Channel,TM6,22.44385,114.241767,12/18/2015,1,Bottom Water,1,0.027,4.2,7.4,8,0.004,1.1,32.6,0.04,0.76,3.1,0.8
Tolo Harbour and Channel,TM6,22.44385,114.241767,1/14/2016,1,Surface Water,5.7,0.095,45,9.2,1,0.006,2.7,31.4,0.1,0.59,3.1,2.9
Tolo Harbour and Channel,TM6,22.44385,114.241767,1/14/2016,1,Middle Water,1.3,0.041,7.3,7.9,0,0.006,0,31.7,0.05,0.3,2.7,1
Tolo Harbour and Channel,TM6,22.44385,114.241767,1/14/2016,1,Bottom Water,1.6,0.038,4,7.9,0,0.006,0.6,31.8,0.04,0.24,3.2,1.1
Tolo Harbour and Channel,TM6,22.44385,114.241767,2/19/2016,1,Surface Water,1.5,0.053,4,7.5,13,0.004,0.9,30.4,0.09,1.01,2.7,1.3
Tolo Harbour and Channel,TM6,22.44385,114.241767,2/19/2016,1,Middle Water,1.5,0.051,5.9,8.3,6,0.003,0.5,30.4,0.09,0.82,2.6,1.2
Tolo Harbour and Channel,TM6,22.44385,114.241767,2/19/2016,1,Bottom Water,0.7,0.055,1.3,7.6,1,0.004,1.1,30.9,0.11,0.87,2.9,0.8
Tolo Harbour and Channel,TM6,22.44385,114.241767,3/18/2016,1,Surface Water,0.7,0.09,1.1,6.5,11,0.005,0.6,30.7,0.14,0.45,0.8,0.7
Tolo Harbour and Channel,TM6,22.44385,114.241767,3/18/2016,1,Middle Water,0.9,0.062,0.7,5.6,7,0.006,0.3,30.8,0.1,0.32,0.8,0.8
Tolo Harbour and Channel,TM6,22.44385,114.241767,3/18/2016,1,Bottom Water,0.6,0.056,3.4,5.6,0,0.005,1.2,31,0.08,0.36,1,0.5
Tolo Harbour and Channel,TM6,22.44385,114.241767,4/14/2016,1,Surface Water,3,0.098,11,6.5,150,0,2.9,28.5,0.13,0.36,0.6,0.8
Tolo Harbour and Channel,TM6,22.44385,114.241767,4/14/2016,1,Middle Water,1.5,0.056,3.6,5.3,15,0.002,0,31.2,0.06,0.19,0.2,0.7
Tolo Harbour and Channel,TM6,22.44385,114.241767,4/14/2016,1,Bottom Water,0.9,0.058,0,3.4,2,0.003,0,31.6,0.06,0.29,0.6,0.7
Tolo Harbour and Channel,TM6,22.44385,114.241767,5/11/2016,1,Surface Water,2.4,0.046,6.3,7.3,180,0.006,0.4,27.3,0.09,0.46,2.2,1.4
Tolo Harbour and Channel,TM6,22.44385,114.241767,5/11/2016,1,Middle Water,1.8,0.074,5.9,5.9,50,0.005,0.3,30.6,0.1,0.54,0.7,1.3
Tolo Harbour and Channel,TM6,22.44385,114.241767,5/11/2016,1,Bottom Water,0.8,0.17,1.3,3.5,24,0.022,1.2,31.1,0.19,0.35,1.2,0
Tolo Harbour and Channel,TM6,22.44385,114.241767,6/13/2016,1,Surface Water,1.8,0.037,8.7,6.8,910,0.003,1.2,28.9,0.05,0.21,1.1,1.5
Tolo Harbour and Channel,TM6,22.44385,114.241767,6/13/2016,1,Middle Water,0.3,0.051,3.7,4.4,870,0.004,0.4,29.1,0.07,0.29,0.8,0
Tolo Harbour and Channel,TM6,22.44385,114.241767,6/13/2016,1,Bottom Water,0.4,0.078,1.6,5.3,420,0.011,0.5,29.3,0.14,0.56,1.5,1
Tolo Harbour and Channel,TM6,22.44385,114.241767,7/18/2016,1,Surface Water,1.5,0.011,3.2,5.8,0,0,0.8,30.9,0.02,0.72,1.8,1.8
Tolo Harbour and Channel,TM6,22.44385,114.241767,7/18/2016,1,Middle Water,1.6,0.018,9.8,5.1,2,0.014,3.7,32.5,0.11,1.19,1.3,1.8
Tolo Harbour and Channel,TM6,22.44385,114.241767,7/18/2016,1,Bottom Water,0.3,0.012,1.9,1.5,4,0.044,0.6,34.3,0.21,1.29,1.7,0.6
Tolo Harbour and Channel,TM6,22.44385,114.241767,8/19/2016,1,Surface Water,3.4,0.062,15,6.9,110,0,3.5,27.8,0.07,0.9,2.1,2.5
Tolo Harbour and Channel,TM6,22.44385,114.241767,8/19/2016,1,Middle Water,0.8,0.034,2.1,7.5,13,0.004,0.9,30.5,0.05,0.57,0.9,0.9
Tolo Harbour and Channel,TM6,22.44385,114.241767,8/19/2016,1,Bottom Water,0.3,0.033,0.5,5.4,5,0.006,0.3,32.8,0.04,0.99,1.1,0.6
Tolo Harbour and Channel,TM6,22.44385,114.241767,9/29/2016,1,Surface Water,1.4,0.04,3.4,4.9,22,0.004,2.9,31.1,0.05,0.21,1.9,0
Tolo Harbour and Channel,TM6,22.44385,114.241767,9/29/2016,1,Middle Water,0.5,0.03,2.4,4.7,3,0.008,1.1,31.9,0.04,0.13,0.8,0
Tolo Harbour and Channel,TM6,22.44385,114.241767,9/29/2016,1,Bottom Water,0.5,0.048,3.5,3.7,0,0.012,0,32.1,0.07,0.24,1,0
Tolo Harbour and Channel,TM6,22.44385,114.241767,10/13/2016,1,Surface Water,0.8,0.034,1.6,6.1,1,0.005,0.3,30.5,0.04,0.55,4.2,0
Tolo Harbour and Channel,TM6,22.44385,114.241767,10/13/2016,1,Middle Water,0.6,0.027,2,4.6,1,0.013,1,30.9,0.09,0.26,0.8,0.6
Tolo Harbour and Channel,TM6,22.44385,114.241767,10/13/2016,1,Bottom Water,0,0.008,1.3,2.2,7,0.014,1,32.4,0.1,0.52,1.1,0.5
Tolo Harbour and Channel,TM6,22.44385,114.241767,11/10/2016,1,Surface Water,0.7,0.049,7.2,5.7,23,0.003,2.1,29.9,0.09,0.33,2.3,0
Tolo Harbour and Channel,TM6,22.44385,114.241767,11/10/2016,1,Middle Water,0.6,0.041,4.4,6.1,14,0.003,1.4,30.5,0.07,0.3,0.7,0.7
Tolo Harbour and Channel,TM6,22.44385,114.241767,11/10/2016,1,Bottom Water,0.3,0.06,3.1,4.8,3,0.005,0.3,31.3,0.12,0.29,1.8,0.8
Tolo Harbour and Channel,TM6,22.44385,114.241767,12/12/2016,1,Surface Water,0.9,0.023,4.1,6.7,17,0,2.9,30.2,0.07,0.53,2.5,1.2
Tolo Harbour and Channel,TM6,22.44385,114.241767,12/12/2016,1,Middle Water,0.9,0.023,4.6,7.2,5,0,1.6,30.3,0.07,0.6,2.5,1.3
Tolo Harbour and Channel,TM6,22.44385,114.241767,12/12/2016,1,Bottom Water,0.6,0.061,2.2,4.6,3,0.005,2.1,30.9,0.17,0.76,3.2,1
Tolo Harbour and Channel,TM6,22.44385,114.241767,1/18/2017,1,Surface Water,0.7,0.08,0.7,5.9,0,0,0.3,30.3,0.09,0.22,0.5,0.6
Tolo Harbour and Channel,TM6,22.44385,114.241767,1/18/2017,1,Middle Water,0.6,0.076,0.3,5.9,0,0.003,0.3,30.5,0.08,0.23,0.7,0.6
Tolo Harbour and Channel,TM6,22.44385,114.241767,1/18/2017,1,Bottom Water,3.1,0.081,0.8,5.8,0,0.005,0.7,30.5,0.09,0.31,3.1,1.6
Tolo Harbour and Channel,TM6,22.44385,114.241767,2/20/2017,1,Surface Water,0.9,0.012,3.4,6.8,0,0.002,0.9,30.2,0.02,0.23,2.6,1.2
Tolo Harbour and Channel,TM6,22.44385,114.241767,2/20/2017,1,Middle Water,0.4,0.029,1.9,7.4,0,0.002,1.2,30.7,0.04,0.63,2.7,0.9
Tolo Harbour and Channel,TM6,22.44385,114.241767,2/20/2017,1,Bottom Water,0.6,0.052,1,6.2,0,0.007,0,31,0.1,0.88,3.8,0.8
Tolo Harbour and Channel,TM6,22.44385,114.241767,3/10/2017,1,Surface Water,1.1,0.04,2.2,6.8,13,0.003,1.7,30.6,0.06,0.31,2.4,0.9
Tolo Harbour and Channel,TM6,22.44385,114.241767,3/10/2017,1,Middle Water,1,0.043,1.2,7.5,1,0.003,1.2,31,0.07,0.34,2.4,0.7
Tolo Harbour and Channel,TM6,22.44385,114.241767,3/10/2017,1,Bottom Water,0.4,0.06,1.1,7.1,0,0.004,0.7,31.3,0.1,0.22,2.4,0.6
Tolo Harbour and Channel,TM6,22.44385,114.241767,4/5/2017,1,Surface Water,1.4,0.065,0.7,6.3,0,0.004,0,30.6,0.12,0.45,2.6,1.6
Tolo Harbour and Channel,TM6,22.44385,114.241767,4/5/2017,1,Middle Water,1.9,0.04,0.9,7.2,0,0.004,0.5,31.2,0.1,0.45,0.6,2
Tolo Harbour and Channel,TM6,22.44385,114.241767,4/5/2017,1,Bottom Water,1,0.068,1,6.3,0,0.004,0.4,31.9,0.1,0.65,1.1,1.6
Tolo Harbour and Channel,TM6,22.44385,114.241767,5/19/2017,1,Surface Water,1.4,0.037,1,6.5,0,0,0.2,31.5,0.05,0.27,1.3,1.7
Tolo Harbour and Channel,TM6,22.44385,114.241767,5/19/2017,1,Middle Water,1.2,0.027,1.2,6.8,2,0,1.1,31.9,0.04,0.32,0.3,0.6
Tolo Harbour and Channel,TM6,22.44385,114.241767,5/19/2017,1,Bottom Water,0.8,0.087,1.6,4.3,10,0.004,1.1,32.6,0.09,0.25,0.4,0.6
Tolo Harbour and Channel,TM6,22.44385,114.241767,6/14/2017,1,Surface Water,1.2,0.084,4.3,5.7,18000,0.004,1.6,28.5,0.21,0.33,1.3,1.2
Tolo Harbour and Channel,TM6,22.44385,114.241767,6/14/2017,1,Middle Water,0.7,0.067,1.6,5,3200,0.009,0.6,32,0.1,0.31,0.7,0.6
Tolo Harbour and Channel,TM6,22.44385,114.241767,6/14/2017,1,Bottom Water,0.4,0.07,0.6,5,68,0.006,0.3,32.2,0.08,0.24,1.2,0
Tolo Harbour and Channel,TM6,22.44385,114.241767,7/12/2017,1,Surface Water,3,0.021,5.6,9.7,1,0.003,2.1,27.2,0.03,0.16,1,2.2
Tolo Harbour and Channel,TM6,22.44385,114.241767,7/12/2017,1,Middle Water,2.6,0.051,6.8,4.7,1,0.007,2.4,31.1,0.06,0.3,0.7,0.8
Tolo Harbour and Channel,TM6,22.44385,114.241767,7/12/2017,1,Bottom Water,1,0.074,3.7,1.1,1,0.019,1.3,34,0.11,0.75,1,0.7
Tolo Harbour and Channel,TM6,22.44385,114.241767,8/18/2017,1,Surface Water,1,0.023,1.7,5.8,0,0.016,0.7,32.6,0.03,0.51,0.3,1
Tolo Harbour and Channel,TM6,22.44385,114.241767,8/18/2017,1,Middle Water,2.2,0.03,4,3.6,0,0.028,1.8,33.8,0.03,0.37,0.7,1.8
Tolo Harbour and Channel,TM6,22.44385,114.241767,8/18/2017,1,Bottom Water,0.8,0.088,3.3,0.1,0,0.031,1,34.3,0.09,0.74,1.6,1.9
Tolo Harbour and Channel,TM6,22.44385,114.241767,9/20/2017,1,Surface Water,1.5,0.009,1.5,7.7,0,0.004,0,30.2,0.01,0.71,0.7,2.9
Tolo Harbour and Channel,TM6,22.44385,114.241767,9/20/2017,1,Middle Water,0.9,0.011,2.5,7.1,0,0.004,0.3,30.7,0.02,0.86,0.8,2.5
Tolo Harbour and Channel,TM6,22.44385,114.241767,9/20/2017,1,Bottom Water,0.3,0.045,0.9,3.4,0,0.012,0.8,31.8,0.06,0.86,0.6,2.2
Tolo Harbour and Channel,TM6,22.44385,114.241767,10/19/2017,1,Surface Water,1.5,0.067,3.2,6.6,170,0.005,1.7,28.4,0.16,0.41,0.6,2.1
Tolo Harbour and Channel,TM6,22.44385,114.241767,10/19/2017,1,Middle Water,0.6,0.055,1.4,5.4,33,0.006,1,30.1,0.09,0.44,0.3,1.5
Tolo Harbour and Channel,TM6,22.44385,114.241767,10/19/2017,1,Bottom Water,1.2,0.047,1,4.9,1,0.006,0.5,31.8,0.08,0.33,1,1.5
Tolo Harbour and Channel,TM7,22.44845,114.267617,5/21/2015,1,Surface Water,1,0.058,2.8,5.8,550,0.003,1.9,29.9,0.08,0.28,3.6,1
Tolo Harbour and Channel,TM7,22.44845,114.267617,5/21/2015,1,Middle Water,0.8,0.071,2.5,5.4,180,0.004,0,31.2,0.09,0.31,3.1,0.7
Tolo Harbour and Channel,TM7,22.44845,114.267617,5/21/2015,1,Bottom Water,0.4,0.089,1.4,3.8,76,0.006,1.3,33.1,0.11,0.24,2.9,0.7
Tolo Harbour and Channel,TM7,22.44845,114.267617,6/25/2015,1,Surface Water,1.6,0.04,3.3,5.9,180,0.003,2.1,27,0.19,0.4,2.3,0
Tolo Harbour and Channel,TM7,22.44845,114.267617,6/25/2015,1,Middle Water,1.4,0.032,3.8,6.9,80,0.003,1.8,28.6,0.17,0.52,2.2,0.5
Tolo Harbour and Channel,TM7,22.44845,114.267617,6/25/2015,1,Bottom Water,1.2,0.048,4.1,2.8,90,0.004,1.9,32.6,0.15,0.39,3,0
Tolo Harbour and Channel,TM7,22.44845,114.267617,7/8/2015,1,Surface Water,1.3,0.025,1.5,6,1,0.005,0,32.2,0.03,0.15,2.6,1.2
Tolo Harbour and Channel,TM7,22.44845,114.267617,7/8/2015,1,Middle Water,1.5,0.029,1,6.1,0,0.007,1.5,32.3,0.03,0.15,2.6,2.5
Tolo Harbour and Channel,TM7,22.44845,114.267617,7/8/2015,1,Bottom Water,1,0.15,0.6,4.6,1,0.038,2.2,32.9,0.19,0.37,2.8,0.7
Tolo Harbour and Channel,TM7,22.44845,114.267617,8/12/2015,1,Surface Water,1.1,0.018,2.2,5.9,3,0.005,0,32.9,0.02,0.3,2.4,5.3
Tolo Harbour and Channel,TM7,22.44845,114.267617,8/12/2015,1,Middle Water,0.8,0.018,2.3,6.1,3,0.006,0,33.4,0.02,0.26,2.3,0.9
Tolo Harbour and Channel,TM7,22.44845,114.267617,8/12/2015,1,Bottom Water,1.8,0.034,2.1,4.3,5,0.011,0.9,33.9,0.04,0.32,2.5,0.8
Tolo Harbour and Channel,TM7,22.44845,114.267617,9/18/2015,1,Surface Water,0.6,0.014,2.3,6.2,0,0.006,1,33,0.02,0.25,2.2,0
Tolo Harbour and Channel,TM7,22.44845,114.267617,9/18/2015,1,Middle Water,1,0.021,0.8,6.3,5,0.006,2.2,33.1,0.03,0.31,2.3,0.8
Tolo Harbour and Channel,TM7,22.44845,114.267617,9/18/2015,1,Bottom Water,1.3,0.026,4.8,5.6,1,0.006,2.3,33.2,0.03,0.32,2.8,1.8
Tolo Harbour and Channel,TM7,22.44845,114.267617,10/9/2015,1,Surface Water,2,0.027,12,7.2,7,0.002,2.2,28.6,0.05,0.55,2.9,1.7
Tolo Harbour and Channel,TM7,22.44845,114.267617,10/9/2015,1,Middle Water,0.7,0.13,3.3,4.8,22,0.007,1.2,32.3,0.15,0.57,2.5,2.7
Tolo Harbour and Channel,TM7,22.44845,114.267617,10/9/2015,1,Bottom Water,0.4,0.074,2.1,4.5,12,0.009,0.9,33,0.11,0.44,2.8,0.8
Tolo Harbour and Channel,TM7,22.44845,114.267617,11/19/2015,1,Surface Water,1.5,0.03,4.8,7.3,3,0.005,0.9,31.8,0.03,0.55,2.7,1.1
Tolo Harbour and Channel,TM7,22.44845,114.267617,11/19/2015,1,Middle Water,1.3,0.03,12,6.5,4,0.006,2.5,32.6,0.05,0.46,2.7,1
Tolo Harbour and Channel,TM7,22.44845,114.267617,11/19/2015,1,Bottom Water,0.8,0.017,2.9,4.5,3,0.009,1.6,32.9,0.12,0.59,3.5,0.8
Tolo Harbour and Channel,TM7,22.44845,114.267617,12/18/2015,1,Surface Water,2.1,0.031,9.8,7,3,0.004,0.6,32.7,0.04,0.44,3.1,1.4
Tolo Harbour and Channel,TM7,22.44845,114.267617,12/18/2015,1,Middle Water,1.5,0.035,11,7.5,2,0.005,0.9,32.7,0.04,0.56,4,1.4
Tolo Harbour and Channel,TM7,22.44845,114.267617,12/18/2015,1,Bottom Water,1.3,0.032,9.2,7.4,1,0.005,0.9,32.7,0.04,0.49,7,0.9
Tolo Harbour and Channel,TM7,22.44845,114.267617,1/14/2016,1,Surface Water,3.8,0.057,27,8.5,1,0.005,1.3,31.6,0.06,0.49,2.9,2
Tolo Harbour and Channel,TM7,22.44845,114.267617,1/14/2016,1,Middle Water,2.5,0.038,7.4,9.6,0,0.007,0.5,31.7,0.04,0.2,2.8,1.8
Tolo Harbour and Channel,TM7,22.44845,114.267617,1/14/2016,1,Bottom Water,1.5,0.035,4,8.3,0,0.006,1.2,31.8,0.04,0.25,3.3,4.2
Tolo Harbour and Channel,TM7,22.44845,114.267617,2/19/2016,1,Surface Water,2.1,0.034,9.9,8,20,0.003,0.7,29.9,0.06,0.63,2.7,1.8
Tolo Harbour and Channel,TM7,22.44845,114.267617,2/19/2016,1,Middle Water,0.7,0.049,1.7,7.2,0,0.003,0,30.8,0.12,0.75,2.5,1
Tolo Harbour and Channel,TM7,22.44845,114.267617,2/19/2016,1,Bottom Water,0.7,0.049,2.8,7.7,0,0.004,0.4,30.9,0.09,0.56,2.9,0.8
Tolo Harbour and Channel,TM7,22.44845,114.267617,3/18/2016,1,Surface Water,0.6,0.087,0.4,6.7,3,0.004,0.3,30.8,0.14,0.47,0.6,0.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,3/18/2016,1,Middle Water,0.6,0.07,0,5.1,2,0.005,1.8,30.7,0.1,0.29,0.7,0.5
Tolo Harbour and Channel,TM7,22.44845,114.267617,3/18/2016,1,Bottom Water,0.5,0.078,0,5,0,0.008,1.6,30.9,0.12,0.22,1.6,0.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,4/14/2016,1,Surface Water,3,0.097,19,6.5,39,0,4.5,29.8,0.11,0.39,0.6,1.2
Tolo Harbour and Channel,TM7,22.44845,114.267617,4/14/2016,1,Middle Water,2.3,0.057,3.6,5.6,6,0,1.7,31.2,0.07,0.36,0.2,1.4
Tolo Harbour and Channel,TM7,22.44845,114.267617,4/14/2016,1,Bottom Water,0.9,0.06,0.7,3.7,1,0,1.1,31.5,0.06,0.24,0.3,0.7
Tolo Harbour and Channel,TM7,22.44845,114.267617,5/11/2016,1,Surface Water,1.9,0.051,4.6,5.8,39,0.052,0.7,28.7,0.09,0.61,1,1.4
Tolo Harbour and Channel,TM7,22.44845,114.267617,5/11/2016,1,Middle Water,1.7,0.049,5.9,6.1,8,0.011,0.3,30.2,0.07,0.63,0.5,1.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,5/11/2016,1,Bottom Water,1.4,0.072,3.7,4.9,14,0.002,1.1,31,0.1,0.51,0.5,1
Tolo Harbour and Channel,TM7,22.44845,114.267617,6/13/2016,1,Surface Water,1.8,0.035,9.3,6.7,190,0.002,1.8,29.2,0.04,0.21,0.9,1.5
Tolo Harbour and Channel,TM7,22.44845,114.267617,6/13/2016,1,Middle Water,0.7,0.041,3.2,4.7,11,0.007,0.7,29.3,0.05,0.37,0.7,0.9
Tolo Harbour and Channel,TM7,22.44845,114.267617,6/13/2016,1,Bottom Water,0.5,0.055,0.9,5.7,3,0.007,0.4,32.1,0.07,0.55,1,0
Tolo Harbour and Channel,TM7,22.44845,114.267617,7/18/2016,1,Surface Water,1.5,0.012,3.5,6.1,0,0,0.7,30.9,0.02,0.44,2.2,1.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,7/18/2016,1,Middle Water,2.1,0.008,4.3,5.4,0,0,1.4,31.2,0.01,1.1,1.5,2
Tolo Harbour and Channel,TM7,22.44845,114.267617,7/18/2016,1,Bottom Water,0.8,0.017,2.5,2,1,0.046,0.5,34.1,0.21,1.49,1.1,1.8
Tolo Harbour and Channel,TM7,22.44845,114.267617,8/19/2016,1,Surface Water,2.9,0.052,13,6.3,9,0.004,1.6,28.5,0.06,1.1,2.2,2.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,8/19/2016,1,Middle Water,1.2,0.035,1.8,6.9,1,0.003,0.7,31.6,0.04,0.72,1.1,1
Tolo Harbour and Channel,TM7,22.44845,114.267617,8/19/2016,1,Bottom Water,0.7,0.029,1.4,5.3,0,0.003,0,32.6,0.03,0.88,0.9,0.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,9/29/2016,1,Surface Water,1.3,0.028,2.1,5.4,1,0.003,2.3,31.2,0.03,0.18,7.1,1
Tolo Harbour and Channel,TM7,22.44845,114.267617,9/29/2016,1,Middle Water,1,0.02,1.9,5.2,0,0.004,1.7,31.6,0.02,0.11,0.9,0
Tolo Harbour and Channel,TM7,22.44845,114.267617,9/29/2016,1,Bottom Water,0.3,0.035,1.5,3.9,0,0.011,1.8,32.2,0.06,0.26,0.9,0
Tolo Harbour and Channel,TM7,22.44845,114.267617,10/13/2016,1,Surface Water,0.8,0.03,2.2,5.9,0,0.005,0.9,30.5,0.03,0.51,7.7,0.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,10/13/2016,1,Middle Water,0.7,0.027,2,5.6,0,0.004,0.6,30.6,0.03,0.32,0.8,0.8
Tolo Harbour and Channel,TM7,22.44845,114.267617,10/13/2016,1,Bottom Water,0.1,0.013,1.5,2.2,0,0.017,1.3,32.4,0.13,0.75,1,0.9
Tolo Harbour and Channel,TM7,22.44845,114.267617,11/10/2016,1,Surface Water,0.8,0.036,6.8,6.3,2,0.003,0.4,29.9,0.07,0.16,2.2,0.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,11/10/2016,1,Middle Water,0.3,0.034,5.3,5.7,2,0.003,1.2,30.1,0.07,0.21,0.8,0.8
Tolo Harbour and Channel,TM7,22.44845,114.267617,11/10/2016,1,Bottom Water,0.5,0.065,4.5,4.3,2,0.005,3.5,31.2,0.11,0.27,4.8,0.7
Tolo Harbour and Channel,TM7,22.44845,114.267617,12/12/2016,1,Surface Water,0.8,0.016,3.4,6.8,0,0,2.3,30.4,0.06,0.61,2.8,0.9
Tolo Harbour and Channel,TM7,22.44845,114.267617,12/12/2016,1,Middle Water,0.8,0.02,4.8,6,0,0,0.3,30.4,0.07,0.35,2.3,0.8
Tolo Harbour and Channel,TM7,22.44845,114.267617,12/12/2016,1,Bottom Water,0.4,0.043,2.5,5.8,0,0.005,0.5,30.9,0.14,0.53,3.2,0.8
Tolo Harbour and Channel,TM7,22.44845,114.267617,1/18/2017,1,Surface Water,0.8,0.06,0.6,6.1,2,0,0.3,30.4,0.07,0.19,0.8,0.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,1/18/2017,1,Middle Water,0.8,0.064,0.8,6,0,0,0.2,30.5,0.07,0.24,0.9,0.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,1/18/2017,1,Bottom Water,0.8,0.078,0.8,6.1,0,0,0,30.5,0.08,0.26,0.8,0.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,2/20/2017,1,Surface Water,0.9,0.008,2.7,6.8,2,0.003,1.1,30.4,0.01,0.56,2.5,0.8
Tolo Harbour and Channel,TM7,22.44845,114.267617,2/20/2017,1,Middle Water,1.1,0.02,4,8.1,0,0.002,1.8,30.6,0.03,1.11,2.6,1.4
Tolo Harbour and Channel,TM7,22.44845,114.267617,2/20/2017,1,Bottom Water,0.8,0.052,1,6.4,0,0.007,0.9,30.9,0.09,0.63,3,1
Tolo Harbour and Channel,TM7,22.44845,114.267617,3/10/2017,1,Surface Water,0.8,0.042,1.6,7.2,14,0.004,0.3,30.9,0.07,0.37,2.2,0.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,3/10/2017,1,Middle Water,0.6,0.044,1.3,7.4,1,0.004,0,31,0.06,0.53,2.2,0.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,3/10/2017,1,Bottom Water,0.5,0.048,0.9,6.9,1,0.005,0.3,31.3,0.08,0.22,2.6,0.6
Tolo Harbour and Channel,TM7,22.44845,114.267617,4/5/2017,1,Surface Water,1.4,0.029,0.9,6.3,0,0.003,0.3,30.8,0.09,0.45,2.9,1.4
Tolo Harbour and Channel,TM7,22.44845,114.267617,4/5/2017,1,Middle Water,1.2,0.036,1.1,7.1,0,0.004,0.5,31.2,0.09,0.52,0.6,1.7
Tolo Harbour and Channel,TM7,22.44845,114.267617,4/5/2017,1,Bottom Water,1,0.058,1.1,6.4,0,0.003,0,31.8,0.11,0.69,1.5,2.2
